date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:10:50	54568/54568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d528-4e49fdc5f2ac0%22	http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.eot	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.eot	(from http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.css)
12:10:54	32020/32020	---M--	200	added ('OK')	application/font-woff	etag:%227d14-4e49fdc5f2ac0%22	http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.woff	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.woff	(from http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.css)
12:10:56	54568/54568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d528-4e49fdc5f2ac0%22	http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.eot?	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-iconsd41d.eot	(from http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.css)
12:10:57	201/201	URF---	200	added ('OK%20(cached)')	image/png		http://138.197.118.185/platinum-demo/assets/plugins/datatable/media/images/sort_both.png	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/datatable/media/images/sort_both.png	(from http://138.197.118.185/platinum-demo/assets/plugins/datatable/media/css/jquery.dataTables.min.css)
12:11:00	56976/56976	---M--	200	added ('OK')	application/font-sfnt	etag:%22de90-4e49fdc5f2ac0%22	http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.ttf	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.ttf	(from http://138.197.118.185/platinum-demo/assets/plugins/foundation-icons/foundation-icons.css)
12:11:09	425814/425814	---M--	200	added ('OK')	image/svg+xml	etag:%2267f56-567d087843400%22	http://138.197.118.185/fonts/Metrize-Icons.svg?a2c4adb8492bc55a3939279440f4b653	/home/nejos97/websites/admin%20template/138.197.118.185/fonts/Metrize-Icons6f71.svg	(from http://138.197.118.185/app/css/assets.css)
12:11:09	63520/63520	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f820-4d9993fe46900%22	http://138.197.118.185/platinum-demo/assets/plugins/metrize-icons/fonts/Metrize-Icons.eot	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/metrize-icons/fonts/Metrize-Icons.eot	(from http://138.197.118.185/platinum-demo/assets/plugins/metrize-icons/style.css)
12:11:09	160/160	URF---	200	added ('OK%20(cached)')	image/png		http://138.197.118.185/platinum-demo/assets/plugins/datatable/media/images/sort_asc.png	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/datatable/media/images/sort_asc.png	(from http://138.197.118.185/platinum-demo/assets/plugins/datatable/media/css/jquery.dataTables.min.css)
12:11:09	158/158	URF---	200	added ('OK%20(cached)')	image/png		http://138.197.118.185/platinum-demo/assets/plugins/datatable/media/images/sort_desc.png	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/datatable/media/images/sort_desc.png	(from http://138.197.118.185/platinum-demo/assets/plugins/datatable/media/css/jquery.dataTables.min.css)
12:11:13	63520/63520	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f820-4d9993fe46900%22	http://138.197.118.185/platinum-demo/assets/plugins/metrize-icons/fonts/Metrize-Icons.eot?	/home/nejos97/websites/admin%20template/138.197.118.185/platinum-demo/assets/plugins/metrize-icons/fonts/Metrize-Iconsd41d.eot	(from http://138.197.118.185/platinum-demo/assets/plugins/metrize-icons/style.css)
